id_gephi,description_n4_eng,x,y,modularity,mod_label,eccentricity,degree,lon,h_closeness,w_degree,cod_p,cod_p1,closeness,eigenvector,weight,betweenness,group_eng,lat,node
435,Carmen de Carupa,14.02342033,-5.152709961,3,Zone 3,16,32,-73.901353,0.231060277,145718.2,114,11479,0.154026217,0.37268156,9458,0.001221453, Cundinamarca,5.349094,582
444,Briceno,13.64770317,0.825386047,3,Zone 3,16,12,-73.92288,0.1926018,19308.5,106,106110,0.137791428,0.070942949,2516,3.47E-04, Boyaca,5.690025,317
445,Albania,13.79343796,2.041717529,3,Zone 3,16,9,-73.91453,0.182704082,19573.3,127,12754,0.13593169,0.033617129,5357,1.64E-04, Santander,5.759368,940
448,Susa,15.53567791,-3.294319153,3,Zone 3,15,48,-73.814707,0.243393919,249049.9,114,11455,0.157366071,0.512979672,13491,0.006806024, Cundinamarca,5.455099,558
452,Gacheta,18.64936256,-14.4766922,3,Zone 3,16,12,-73.636306,0.203640061,54249.9,114,11464,0.142671292,0.102886569,11335,0.002174894, Cundinamarca,4.816972,567
453,Junin,18.18299294,-14.93109894,3,Zone 3,16,9,-73.663027,0.198000477,34439.3,114,11482,0.141667863,0.060092212,8720,0.001082287, Cundinamarca,4.791028,585
484,Manta,20.33044624,-11.10503387,3,Zone 3,16,37,-73.539987,0.230714768,89593.1,114,114108,0.150091241,0.422588885,4786,6.23E-04, Cundinamarca,5.009444,611
485,Tibirita,20.94726372,-10.35182953,3,Zone 3,16,39,-73.5046459,0.235692575,69472.5,114,114121,0.151357154,0.43616844,2931,0.005378865, Cundinamarca,5.052433,624
490,Fuquene,15.86964703,-4.191635132,3,Zone 3,16,37,-73.795572,0.234099791,130652.3,114,11499,0.154266958,0.436880478,5839,0.001041698, Cundinamarca,5.403917,602
493,Guavata,17.50905037,5.478012085,3,Zone 3,15,30,-73.701641,0.220780669,59727.6,127,12774,0.152056694,0.216730454,3429,0.007594047, Santander,5.955225,960
503,Guacheta,17.7656498,-4.54650116,3,Zone 3,16,40,-73.686939,0.237173077,177650.9,114,11463,0.154605263,0.519436846,11383,2.02E-04, Cundinamarca,5.383675,566
504,Lenguazaque,17.33301735,-5.892349243,3,Zone 3,16,49,-73.711727,0.239124089,190504.8,114,11470,0.150733048,0.663689763,10427,9.54E-05, Cundinamarca,5.3068989,573
507,Mongua,33.24831009,1.950248718,3,Zone 3,16,27,-72.7998479,0.208355407,65477.7,106,10680,0.141242129,0.276880657,4495,2.45E-05, Boyaca,5.7541536,287
508,Macheta,19.14248657,-9.85118103,3,Zone 3,16,67,-73.608052,0.257187063,213948.3,114,11495,0.155213084,0.806017631,6127,0.003858889, Cundinamarca,5.081006,598
519,Guateque,21.52711296,-11.15862274,3,Zone 3,16,29,-73.471423,0.225413712,112576.6,106,10637,0.14990887,0.314007268,9360,0.001856884, Boyaca,5.006385,244
543,Arcabuco,22.12200928,1.956642151,3,Zone 3,15,71,-73.437338,0.259299501,181723.1,106,10665,0.159786304,0.787752326,5249,0.011733051, Boyaca,5.754518,272
545,Garagoa,23.38374138,-9.825828552,3,Zone 3,17,21,-73.365046,0.214653528,75696.5,106,10620,0.145682657,0.158755773,17079,0.002509579, Boyaca,5.082453,227
546,Chinavita,23.31874657,-8.351028442,3,Zone 3,17,25,-73.36877,0.21236746,43086.7,106,10697,0.14221902,0.230572229,3404,9.09E-04, Boyaca,5.166615,304
554,Tasco,33.58058548,4.673835754,3,Zone 3,16,29,-72.78081,0.209655643,79930.6,106,10658,0.141383756,0.254970765,6117,3.15E-04, Boyaca,5.909396,265
600,Pachavita,22.82347298,-8.818466187,3,Zone 3,17,17,-73.397147,0.205427237,21460.3,106,106115,0.141606887,0.118803733,2287,1.96E-04, Boyaca,5.139941,322
601,Aquitania,31.77612305,-2.161384583,3,Zone 3,17,23,-72.884198,0.201793049,95290.5,106,10625,0.138799044,0.181137653,14469,0.008245188, Boyaca,5.5197139,232
607,Gama,19.1028862,-15.43891907,3,Zone 3,17,5,-73.610321,0.185240579,15784.5,114,114117,0.1368173,0.014956816,4063,1.09E-04, Cundinamarca,4.762033,620
616,San Miguel de Sema,17.14504433,-2.196540833,3,Zone 3,15,37,-73.722497,0.232620532,94806,106,10678,0.155678233,0.372479706,4522,6.68E-04, Boyaca,5.517709,285
629,Bolivar,16.30706024,6.085098267,3,Zone 3,15,15,-73.77051,0.207653266,61490.4,127,12732,0.150159744,0.092837318,11778,0.001797607, Santander,5.98982,918
630,Sucre,15.93909359,4.832878113,3,Zone 3,15,13,-73.791593,0.191738887,40832,127,12741,0.140498221,0.072344597,8098,3.23E-04, Santander,5.9184599,927
633,Guayata,21.20117188,-11.82836151,3,Zone 3,16,19,-73.490098,0.21502147,38263,106,10676,0.148622195,0.17110792,4660,4.69E-04, Boyaca,4.968157,283
634,Tenza,22.3988533,-9.915924072,3,Zone 3,17,16,-73.421476,0.204543501,32083.8,106,10688,0.139940451,0.11826596,3888,9.76E-05, Boyaca,5.077311,295
657,Somondoco,22.19737244,-11.51992035,3,Zone 3,17,16,-73.43302,0.208727683,30216.8,106,10698,0.14476386,0.121453583,3342,1.34E-04, Boyaca,4.985763,305
667,Pauna,12.68440342,0.236312866,3,Zone 3,16,16,-73.978073,0.199956283,58383.2,106,10629,0.14219853,0.111218549,10825,0.00120419, Boyaca,5.656439,236
682,Sutatenza,21.8627224,-10.86048126,3,Zone 3,16,24,-73.452194,0.222711922,50637.6,106,10687,0.149772382,0.255137091,3894,0.001528899, Boyaca,5.023402,294
693,San Pablo de Borbur,11.08381462,0.155303955,3,Zone 3,16,9,-74.06978,0.18583848,34118.3,106,10631,0.136703601,0.033962359,10341,0.001163484, Boyaca,5.65182,238
704,Otanche,9.140180588,0.272705078,3,Zone 3,16,5,-74.181142,0.164840119,19642.9,106,10630,0.129340847,0.005582598,10696,4.33E-04, Boyaca,5.658514,237
709,Macanal,24.18598175,-11.75483704,3,Zone 3,17,16,-73.319081,0.196457028,32905.3,106,10672,0.13625069,0.076484808,4842,0.00156606, Boyaca,4.972354,279
710,Santa Maria,25.17603874,-13.75827026,3,Zone 3,17,16,-73.262355,0.190963349,24426,106,10692,0.133866811,0.046741998,3730,0.008910706, Boyaca,4.857988,299
726,Zetaquira,26.76735878,-6.290107727,3,Zone 3,17,10,-73.171179,0.193343523,17076.4,106,10683,0.137522642,0.095931967,4326,0.002184899, Boyaca,5.284206,290
727,Rondon,26.11736298,-5.013748169,3,Zone 3,16,17,-73.208421,0.204687888,23107.4,106,106106,0.14097986,0.224293626,2751,0.002533147, Boyaca,5.3570209,313
740,Gachantiva,20.16650581,1.91481781,3,Zone 3,15,36,-73.54938,0.226294203,46818.7,106,106111,0.149795113,0.448011233,2497,1.56E-04, Boyaca,5.752134,318
751,El Penon,15.54415989,7.254135132,3,Zone 3,15,10,-73.814221,0.193134618,23084,127,12760,0.144446071,0.054492206,5008,4.69E-04, Santander,6.056431,946
773,San Benito,20.85886192,8.495597839,3,Zone 3,15,17,-73.509711,0.209915076,33549.2,127,12771,0.150319829,0.108914741,4030,1.01E-04, Santander,6.12716,957
775,La Capilla,21.99470329,-9.598876953,3,Zone 3,16,19,-73.444632,0.21502147,25097.2,106,106114,0.148622195,0.176408821,2359,4.69E-04, Boyaca,5.095405,321
785,Socota,36.0993042,6.992446899,3,Zone 3,17,6,-72.636498,0.174530286,15885.1,106,10647,0.128331816,0.029711822,7353,2.55E-05, Boyaca,6.041521,254
797,Gachala,20.67980766,-16.64720154,3,Zone 3,17,4,-73.51997,0.160675375,11030,114,114102,0.124920896,0.004446681,5663,0, Cundinamarca,4.693039,605
812,Jesus Maria,16.09114456,4.102096558,3,Zone 3,15,23,-73.782881,0.210475062,36200.1,127,12778,0.146722164,0.144527823,3024,0.003031172, Santander,5.876811,964
825,umbita,21.78111076,-7.39125824,3,Zone 3,16,32,-73.45687,0.226425677,102412.1,106,10632,0.149613461,0.410539239,10337,3.48E-04, Boyaca,5.22138,239
827,Jerico,37.24849701,8.826843262,3,Zone 3,17,4,-72.570654,0.16069419,7768.3,106,10689,0.123498498,0.008122665,3751,0.001097965, Boyaca,6.14603,296
835,Ubala,20.41767693,-15.76091766,3,Zone 3,17,4,-73.534989,0.160675375,15848.3,114,11471,0.124920896,0.004446681,10209,0, Cundinamarca,4.743647,574
839,Landazuri,15.63078117,10.11591339,3,Zone 3,16,6,-73.809258,0.188112636,28621.8,127,12728,0.147225537,0.017212599,15456,0.02821769, Santander,6.2194589,914
873,La Paz,19.70451736,9.59539032,3,Zone 3,16,8,-73.57585,0.183928345,14795.3,127,12761,0.137560976,0.045774705,4980,1.30E-07, Santander,6.1898099,947
912,Muzo,10.5037365,-1.952453613,3,Zone 3,16,4,-74.103016,0.164449119,10401.4,106,10642,0.128482166,0.003874969,8548,1.65E-04, Boyaca,5.531629,249
913,Quipama,9.14035511,-2.109970093,3,Zone 3,15,4,-74.181132,0.161070574,12857.9,106,10645,0.131127939,0.001318847,7485,0.001487675, Boyaca,5.522646,252
924,Maripi,12.21983337,-1.636924744,3,Zone 3,16,16,-74.0046909,0.202388993,41423,106,10648,0.141566265,0.106334627,7293,0.001207888, Boyaca,5.549623,255
936,Buenavista,7.293133259,0.137939453,3,Zone 3,16,4,-74.28697,0.156863763,9616.8,106,10660,0.12504751,0.001906433,5738,2.75E-05, Boyaca,5.65083,267
971,La Belleza,12.91091251,3.796882629,3,Zone 3,16,4,-73.965095,0.164322239,7916.2,127,12739,0.128148533,0.00616508,8596,1.71E-06, Santander,5.859415,925
979,Coper,11.51670837,-2.940834045,3,Zone 3,16,6,-74.044977,0.184487585,9244.6,106,10696,0.136665744,0.038666804,3455,2.44E-04, Boyaca,5.4752599,303
998,Florian,12.81303406,2.811485291,3,Zone 3,16,3,-73.970703,0.163646792,5031.9,127,12748,0.128115265,0.004490286,6268,0, Santander,5.803248,934
25,Villanueva,30.07027245,87.48752594,4,Zone 4,21,14,-72.981936,0.135823164,221516.9,118,11819,0.099737268,0.009129771,28736,9.16E-04, La Guajira,10.603721,687
26,El Molino,31.0592804,88.35320282,4,Zone 4,21,15,-72.92527,0.136329749,144410,118,11824,0.099747347,0.00972909,9121,9.17E-04, La Guajira,10.6524699,692
88,Talaigua Nuevo,2.388722897,64.44651031,4,Zone 4,20,13,-74.567972,0.160009369,113404.3,105,10546,0.111803353,0.010063895,11479,0.004663957, Bolivar,9.303469,207
89,Cicuco,1.038745761,63.97522736,4,Zone 4,20,13,-74.64532,0.153852866,105903.3,105,10548,0.11027933,0.009467287,11147,2.56E-04, Bolivar,9.27682,209
90,Fundacion,9.125242233,85.95105743,4,Zone 4,21,13,-74.1819979,0.150280543,311112.4,119,11915,0.102258599,0.009848788,57595,0.00106861, Magdalena,10.517179,698
91,Aracataca,9.053594589,87.27806854,4,Zone 4,21,13,-74.186103,0.150280543,299193.3,119,11917,0.102258599,0.009848788,41371,0.00106861, Magdalena,10.591925,700
128,San Juan del Cesar,29.71741295,90.43843842,4,Zone 4,21,14,-73.0021534,0.135087408,290462.1,118,11815,0.099616472,0.00907315,39472,4.41E-04, La Guajira,10.7698637,683
132,Margarita,7.405828953,62.02222443,4,Zone 4,19,16,-74.280513,0.1621575,109608.7,105,10551,0.119767019,0.01006002,10246,0.011504811, Bolivar,9.166368,212
133,Guamal,8.352129936,61.63611603,4,Zone 4,19,16,-74.226294,0.1621575,173827,119,11922,0.119767019,0.01006002,28277,0.011504811, Magdalena,9.144527,705
141,Urumita,29.52318192,86.69904327,4,Zone 4,21,14,-73.013282,0.135654302,177582.4,118,11822,0.09972719,0.009048437,19629,2.34E-05, La Guajira,10.559313,690
142,La Jagua del Pilar,28.5067749,85.80515289,4,Zone 4,20,16,-73.0715178,0.145708095,61602.3,118,11825,0.108105148,0.01034459,3341,0.003421916, La Guajira,10.5089602,693
143,Rio de Oro,22.99240494,46.622612,4,Zone 4,18,12,-73.387468,0.156591628,112025.7,111,11130,0.123483048,0.005362735,13845,0.020927302, Cesar,8.294267,448
144,Ocana,23.59014702,45.87804413,4,Zone 4,19,10,-73.3532199,0.147260739,183736,122,12212,0.116336634,0.004276532,101158,0.002236637, Norte de Santander,8.25205,818
147,Barrancas,33.32344437,93.74004364,4,Zone 4,21,15,-72.795543,0.134800343,312135.5,118,11817,0.099516031,0.008913008,37554,0.00258959, La Guajira,10.9556419,685
148,Fonseca,32.34654999,92.50432587,4,Zone 4,21,13,-72.851515,0.133787172,244230.7,118,11818,0.099495968,0.008276145,35205,7.27E-04, La Guajira,10.886123,686
191,Plato,-1.617730975,73.08104706,4,Zone 4,19,20,-74.7975249,0.171935734,277100.2,119,11914,0.110340973,0.033179285,61856,0.036522596, Magdalena,9.791337,697
193,Hatonuevo,33.89934921,95.70841217,4,Zone 4,21,15,-72.762546,0.134800343,244739.9,118,11820,0.099516031,0.008571159,28671,0.003584969, La Guajira,11.066345,688
216,El Pinon,-2.075776815,83.94300079,4,Zone 4,22,8,-74.823769,0.131582132,66611.9,119,11928,0.093910561,0.00524823,16713,4.85E-05, Magdalena,10.404038,711
217,Salamina,-1.565390229,85.48821259,4,Zone 4,22,10,-74.794526,0.134648583,50494.1,119,11940,0.09416142,0.006442853,6665,8.90E-05, Magdalena,10.4911049,723
218,Mompox,4.89285183,63.32668304,4,Zone 4,20,14,-74.424496,0.152670833,190396.4,105,10518,0.110107095,0.009411751,45417,6.87E-04, Bolivar,9.240146,179
219,San Fernando,6.591599941,62.92768097,4,Zone 4,20,14,-74.3271649,0.153107462,119743.8,105,10540,0.110193145,0.009144008,14130,0.001784732, Bolivar,9.21758,201
232,Cerro de San Antonio,-2.859639168,82.57781219,4,Zone 4,22,6,-74.868681,0.129555789,39384.2,119,11939,0.093830212,0.003360755,7692,1.28E-05, Magdalena,10.327095,722
262,La Jagua de Ibirico,23.8479805,69.00098419,4,Zone 4,19,16,-73.3384471,0.168743113,144960,111,11122,0.120660147,0.0114563,22405,0.032214046, Cesar,9.5608923,440
263,Becerril,24.88910675,71.52867889,4,Zone 4,20,15,-73.278795,0.154652146,110522.1,111,11132,0.110057984,0.010572584,13188,0.003468087, Cesar,9.703677,450
306,Distraccion,31.77748489,92.70334625,4,Zone 4,21,13,-72.88412,0.133787172,159635.3,118,11823,0.099495968,0.008276145,17112,7.27E-04, La Guajira,10.89732,691
360,Santa Ana,2.343833208,64.79125214,4,Zone 4,20,14,-74.570544,0.160853678,177833.2,119,11923,0.111854034,0.010745649,27258,0.005152869, Magdalena,9.322961,706
361,Pijino del Carmen,4.390207291,64.91999054,4,Zone 4,20,17,-74.4532954,0.163977623,156017.4,119,11929,0.112082671,0.012661331,16636,0.005371488, Magdalena,9.3302391,712
362,San Alberto,22.88508415,37.22432709,4,Zone 4,17,10,-73.393617,0.169504202,122633.5,111,11117,0.135670103,0.004925753,26551,0.058949658, Cesar,7.761063,435
373,La Paz,26.75875473,83.65520477,4,Zone 4,20,17,-73.171672,0.156799104,231022.5,111,11120,0.110205449,0.011562032,23025,0.005244002, Cesar,10.387819,438
383,El Reten,7.600084305,87.63085175,4,Zone 4,21,10,-74.269383,0.146555933,140695.3,119,11924,0.102015504,0.007754928,22042,2.13E-04, Magdalena,10.611793,707
384,Tenerife,-2.680638075,74.97780609,4,Zone 4,20,12,-74.858425,0.161667824,87215.5,119,11933,0.10673732,0.019059464,12215,0.003291666, Magdalena,9.898413,716
397,Sabanas de San angel,8.543836594,77.3055191,4,Zone 4,21,8,-74.21531,0.14527419,71347.7,119,11926,0.102205654,0.006438007,17832,4.20E-06, Magdalena,10.0297699,709
398,Algarrobo,7.648133278,78.55113983,4,Zone 4,21,6,-74.26663,0.143069337,45365.8,119,11932,0.102047146,0.004986339,12940,9.06E-07, Magdalena,10.10004,715
403,Bosconia,14.21229935,76.25266266,4,Zone 4,20,27,-73.890531,0.172336285,340987.1,111,11114,0.112555594,0.018445019,39716,0.024692651, Cesar,9.970362,432
404,El Copey,12.99577045,79.41873932,4,Zone 4,20,21,-73.960233,0.16778397,230838.3,111,11116,0.111412123,0.01544973,26905,0.036796262, Cesar,10.148976,434
446,San Martin,20.80508804,41.50670624,4,Zone 4,18,13,-73.512792,0.166279601,124459.5,111,11124,0.128616106,0.006694532,18930,0.010049852, Cesar,8.004107,442
450,Aguachica,19.07942772,46.82823944,4,Zone 4,18,14,-73.611665,0.170955467,231713.2,111,11112,0.130262637,0.007501016,96667,0.025739942, Cesar,8.305925,430
451,Gamarra,16.77084732,47.0644455,4,Zone 4,18,10,-73.743937,0.163560925,89342,111,11128,0.128415301,0.005485126,17483,0.002343244, Cesar,8.319316,446
454,Valledupar,25.50279045,85.18895721,4,Zone 4,20,19,-73.2436335,0.157981137,385812.5,111,11111,0.110242377,0.012922415,493342,0.005375858, Cesar,10.4742449,429
457,Uribia,42.56677628,107.2570724,4,Zone 4,22,6,-72.2659391,0.11447776,418282.1,118,11812,0.090575388,0.002867113,198890,4.20E-07, La Guajira,11.7149978,680
458,Manaure,39.45506668,108.2870865,4,Zone 4,22,5,-72.444227,0.113802312,307167.9,118,11814,0.090558767,0.002260478,120417,0, La Guajira,11.772778,682
483,San Sebastian de Buenavista,6.172230244,63.32942963,4,Zone 4,20,15,-74.351193,0.154120633,112801.6,119,11927,0.110254692,0.010056135,17599,0.001852008, Magdalena,9.240301,710
486,Pailitas,18.82455826,58.36901093,4,Zone 4,19,15,-73.626268,0.162108047,132568.2,111,11127,0.119246104,0.009389594,17545,0.005534891, Cesar,8.959667,445
487,Tamalameque,15.60463619,56.63912201,4,Zone 4,19,16,-73.810756,0.161466372,124572.1,111,11131,0.11913096,0.009821437,13700,0.004456005, Cesar,8.861748,449
489,San Zenon,3.59043622,63.42562103,4,Zone 4,20,13,-74.4991189,0.153852866,90172.2,119,11935,0.11027933,0.009467287,9203,2.56E-04, Magdalena,9.245741,718
494,Manaure,29.27948189,83.69461823,4,Zone 4,20,14,-73.027245,0.144188338,122794.9,111,11129,0.108045977,0.009141927,15905,0.001245824, Cesar,10.3900406,447
497,Ariguani,8.320277214,74.01734161,4,Zone 4,20,23,-74.228119,0.167861446,240021.4,119,11921,0.112222854,0.017002912,32637,0.011642065, Magdalena,9.844197,704
498,Nueva Granada,5.455597878,73.33690643,4,Zone 4,20,21,-74.392253,0.164248998,184809.5,119,11925,0.106529951,0.017662249,21612,0.008852247, Magdalena,9.805783,708
561,El Banco,12.757864,59.14365387,4,Zone 4,19,15,-73.973864,0.16050386,206744,119,11916,0.119044747,0.009482972,56097,0.003569222, Magdalena,9.003507,699
562,Yondo,13.87141418,23.9733429,4,Zone 4,17,2,-73.9100623,0.147744339,40480.7,102,10263,0.128448725,7.28E-04,20136,0, Antioquia,7.0081406,70
563,Barrancabermeja,14.88598061,24.91536713,4,Zone 4,16,7,-73.8519319,0.172351332,106864.3,127,12714,0.143982495,0.002300908,191340,0.077721462, Santander,7.0617085,900
588,San Diego,26.60087204,82.69985199,4,Zone 4,20,15,-73.180718,0.153168573,138183.1,111,11133,0.109837525,0.010048998,13147,0.002876502, Cesar,10.333974,451
606,Albania,36.87756348,97.38582611,4,Zone 4,22,12,-72.591907,0.11894094,192910.7,118,11821,0.090842154,0.006059276,28474,0.001498304, La Guajira,11.160651,689
611,Gonzalez,23.12073898,48.31319427,4,Zone 4,19,10,-73.380115,0.147260739,45471.4,111,11135,0.116336634,0.004106503,6204,0.00353025, Cesar,8.390105,453
631,Curumani,20.28543472,62.63561249,4,Zone 4,19,14,-73.5425659,0.167729941,143462.1,111,11121,0.120630653,0.009693314,23018,0.033744684, Cesar,9.201062,439
636,Santa Barbara de Pinto,-0.001645034,66.72614288,4,Zone 4,21,10,-74.70493,0.141187733,69963.8,119,11931,0.101721117,0.007160901,13286,6.24E-07, Magdalena,9.43234,714
637,Agustin Codazzi,25.61673355,77.39319611,4,Zone 4,20,14,-73.237105,0.148151768,195496.9,111,11113,0.10880829,0.009544843,49233,0.002176536, Cesar,10.034716,431
638,Chiriguana,19.2882576,65.47229767,4,Zone 4,19,13,-73.5997,0.167138925,110501.9,111,11125,0.120586439,0.009613077,18574,0.022742797, Cesar,9.361464,443
644,El Paso,16.72733498,70.78078461,4,Zone 4,20,17,-73.74643,0.161888279,180095.3,111,11119,0.111023622,0.012101631,23534,0.004904068, Cesar,9.661436,437
646,Astrea,12.71845436,67.85475922,4,Zone 4,20,12,-73.976122,0.154939211,99062.3,111,11123,0.110267009,0.008837156,19389,1.72E-04, Cesar,9.496125,441
665,Concordia,-2.210359097,81.35115814,4,Zone 4,21,5,-74.83148,0.13230267,24839.1,119,11934,0.096414965,0.002297975,9231,2.14E-04, Magdalena,10.257944,717
666,Pedraza,-3.69244051,80.11785126,4,Zone 4,21,6,-74.916397,0.135706406,27224.4,119,11937,0.097059691,0.002942691,8122,0.001461094, Magdalena,10.1884029,720
671,abrego,25.87858582,42.77768707,4,Zone 4,19,6,-73.222102,0.135635305,73135.8,122,12216,0.111011135,0.002334148,39443,0.014076479, Norte de Santander,8.0762129,822
672,La Playa,25.60305023,45.20764923,4,Zone 4,19,6,-73.237889,0.133707063,36515.7,122,12234,0.110415035,0.002350757,8566,8.23E-04, Norte de Santander,8.214035,840
681,Pelaya,18.12452316,53.57128143,4,Zone 4,18,17,-73.666377,0.174670428,141500.3,111,11126,0.130659253,0.009684122,18334,0.103626143, Cesar,8.688031,444
713,Pivijay,1.57396841,84.95709991,4,Zone 4,21,11,-74.614654,0.144919117,99838.4,119,11918,0.101407582,0.00749829,33225,0.003004837, Magdalena,10.461181,701
765,Chimichagua,15.56761742,63.62725067,4,Zone 4,19,9,-73.812877,0.160924808,98091.2,111,11115,0.119956247,0.006429818,30303,0.003529164, Cesar,9.2571429,433
778,Maicao,42.87084579,101.2704697,4,Zone 4,22,8,-72.2485171,0.115659793,368808.7,118,11813,0.09060033,0.003999908,166603,3.99E-06, La Guajira,11.3789335,681
787,Zona Bananera,9.31771183,90.83608246,4,Zone 4,21,9,-74.1709702,0.145711623,219277.5,119,11913,0.101983881,0.007251238,62312,2.03E-04, Magdalena,10.7922447,696
789,Santa Marta,8.618663788,98.80391693,4,Zone 4,22,6,-74.2110227,0.129118247,262211.7,119,11911,0.093395155,0.00499564,515556,8.85E-08, Magdalena,11.2403547,694
818,Zapayan,5.221580982,84.07189178,4,Zone 4,21,8,-74.4056612,0.137007609,43370.9,119,11936,0.10043757,0.004616003,8935,5.65E-04, Magdalena,10.4113014,719
819,La Gloria,15.7567234,52.33452606,4,Zone 4,18,9,-73.802042,0.159122473,53504.7,111,11134,0.124936709,0.005382244,12230,0.004444688, Cesar,8.617977,452
833,Teorama,24.74689865,49.14975739,4,Zone 4,19,7,-73.2869429,0.13315585,51450.6,122,12219,0.110057984,0.00259506,23381,0.002314548, Norte de Santander,8.437521,825
834,San Calixto,26.10729408,48.51596832,4,Zone 4,20,5,-73.2089979,0.125607648,25648.6,122,12223,0.104311985,0.001711907,14011,1.86E-04, Norte de Santander,8.4015989,829
838,Cimitarra,13.19346523,11.79711914,4,Zone 4,15,3,-73.9489059,0.184691319,38891.6,127,12716,0.155164282,0.001255972,49593,0.028389959, Santander,6.315209,902
846,Convencion,23.87311554,49.72542572,4,Zone 4,19,9,-73.337007,0.135395682,48928.7,122,12225,0.110464466,0.003287032,12501,0.001908486, Norte de Santander,8.470146,831
890,Chivolo,1.453174114,77.27628326,4,Zone 4,20,13,-74.621575,0.158835769,78338,119,11930,0.106277592,0.012237695,15757,0.003260171, Magdalena,10.02812,713
891,Riohacha,31.20739365,104.1105576,4,Zone 4,22,7,-72.9167838,0.114984346,319077.8,118,11811,0.0905837,0.00309142,296047,1.81E-04, La Guajira,11.5384151,679
892,Dibulla,24.35604668,99.37465668,4,Zone 4,23,2,-73.309337,0.101098736,42630.4,118,11816,0.083291139,8.80E-04,37854,0, La Guajira,11.272426,684
897,Sabana de Torres,21.02738953,30.77535248,4,Zone 4,17,8,-73.500055,0.16531884,63537.7,127,12727,0.134615385,0.003383965,17965,0.008435948, Santander,7.394792,913
910,Hacari,27.20901489,47.11455536,4,Zone 4,20,3,-73.145874,0.115851742,13257.7,122,12229,0.099505999,9.86E-04,10932,8.97E-07, Norte de Santander,8.322157,835
941,El Carmen,21.92195892,50.40648651,4,Zone 4,19,5,-73.4488,0.144913559,23270.6,122,12224,0.116158644,0.002445827,13153,3.46E-04, Norte de Santander,8.50874,830
947,Pueblo Bello,19.43312073,84.02625275,4,Zone 4,21,7,-73.5913999,0.139514392,53709,111,11118,0.101418002,0.005218899,24572,1.13E-04, Cesar,10.40873,436
959,Puerto Parra,11.32547379,17.69194031,4,Zone 4,15,3,-74.0559339,0.180574342,14816.9,127,12743,0.154170572,9.97E-04,8011,0.077917229, Santander,6.650797,929
969,El Tarra,27.9818821,51.54094696,4,Zone 4,20,4,-73.101592,0.116696051,16778.4,122,12228,0.099536103,0.001259942,11058,0.001658272, Norte de Santander,8.573019,834
977,Hatillo de Loba,10.9491291,58.30434418,4,Zone 4,20,5,-74.0774969,0.136483412,22374,105,10543,0.107704059,0.003295772,12270,0, Bolivar,8.956007,204
989,Puerto Wilches,13.95184422,29.78908539,4,Zone 4,17,2,-73.905454,0.147744339,20893.5,127,12720,0.128448725,7.28E-04,31509,0, Santander,7.33875,906
1003,Tibu,34.33242035,52.76488495,4,Zone 4,21,1,-72.737733,0.102004114,5048.2,122,12217,0.090533847,2.76E-04,37286,0, Norte de Santander,8.642356,823
1010,El Carmen de Chucuri,20.82592773,18.53762817,4,Zone 4,17,2,-73.511598,0.147519907,17095.3,127,12724,0.127750453,6.46E-04,20858,5.77E-04, Santander,6.698923,910
16,Guataqui,-1.491824627,-19.7218399,5,Zone 5,14,45,-74.790311,0.236695754,80285.8,114,114122,0.162576182,0.149390886,2711,0.005467161, Cundinamarca,4.517444,625
17,Narino,-2.162153244,-21.80799103,5,Zone 5,14,49,-74.828718,0.244574184,79271.5,114,114126,0.166413758,0.173138244,2266,0.007829345, Cundinamarca,4.398278,629
37,Lerida,-3.627339602,-13.70861053,5,Zone 5,14,33,-74.912667,0.227328745,215859.2,129,12933,0.161116552,0.087150259,16819,0.001753468, Tolima,4.860823,1028
38,Armero,-3.49160552,-11.89032745,5,Zone 5,14,36,-74.90489,0.232710614,202064.1,129,12936,0.162683369,0.098947537,11490,0.002997709, Tolima,4.96462,1031
64,Ricaurte,-1.177560568,-23.92536163,5,Zone 5,15,49,-74.772305,0.242475483,264276.9,114,11474,0.159399225,0.181262052,9976,0.002688283, Cundinamarca,4.277309,577
65,Flandes,-1.875500321,-23.7604599,5,Zone 5,14,53,-74.812294,0.260816283,533069.3,129,12922,0.172884919,0.189073167,29478,0.121264313, Tolima,4.2867309,1017
76,Anapoima,2.960091352,-19.17037201,5,Zone 5,15,33,-74.535235,0.237572604,221042.1,114,11453,0.159631247,0.184468859,14126,0.001940119, Cundinamarca,4.548942,556
77,Apulo,1.939579964,-19.65429688,5,Zone 5,15,34,-74.593706,0.238248052,155169.4,114,11488,0.159682899,0.183236549,7812,0.001867276, Cundinamarca,4.521302,591
106,Prado,-3.890273571,-33.15602112,5,Zone 5,15,21,-74.927732,0.210832779,108033.3,129,12947,0.153046984,0.068852893,7429,8.48E-05, Tolima,3.74973,1042
107,Murillo,-4.153434277,-32.20344543,5,Zone 5,15,17,-74.94281,0.207573745,61276.9,129,12955,0.15273909,0.056927186,4996,2.08E-05, Tolima,3.80419,1050
114,Tabio,10.61994076,-12.72521973,5,Zone 5,15,52,-74.096358,0.260063051,661894.7,114,11427,0.163437655,0.557617975,29731,0.003501407, Cundinamarca,4.916962,530
115,Tenjo,9.75940609,-13.51486206,5,Zone 5,15,54,-74.145663,0.259911478,513026.9,114,11439,0.162817552,0.533861958,20269,0.003239628, Cundinamarca,4.871884,542
