source,target,distance_m,time_h,traf_t,strength,type
160,161,16341,0.359444444,34264.2,34264.2,type1
485,501,19301,0.36,73182.3,73182.3,type1
150,154,15048,0.361111111,123090.3,123090.3,type1
167,170,17872,0.361388889,13251,13251,type1
690,692,17860,0.361388889,17231.7,17231.7,type1
24,41,11834,0.361944444,98044,98044,type1
220,268,10721,0.362777778,15026.7,15026.7,type1
278,908,16046,0.364444444,11645.4,11645.4,type1
392,395,14228,0.364444444,57766.2,57766.2,type1
545,571,12760,0.365,18605,18605,type1
413,417,13323,0.365555556,25682.3,25682.3,type1
150,151,11982,0.365555556,297184,297184,type1
257,288,11012,0.366111111,7392.2,7392.2,type1
221,557,14913,0.366944444,31664.6,31664.6,type1
274,312,18918,0.3675,4959,4959,type1
1007,1052,16200,0.368055556,11672.1,11672.1,type1
518,535,9818,0.368333333,60342.4,60342.4,type1
527,593,10239,0.371111111,17222.9,17222.9,type1
230,248,15249,0.371666667,14838,14838,type1
552,597,15917,0.372777778,13000.7,13000.7,type1
193,197,16581,0.373055556,24711.3,24711.3,type1
286,307,6746,0.374444444,4917.9,4917.9,type1
18,35,13418,0.376388889,141967.8,141967.8,type1
163,166,11661,0.376666667,18930.8,18930.8,type1
488,494,20818,0.377222222,85716.9,85716.9,type1
165,186,18389,0.378055556,24562.8,24562.8,type1
1057,1075,12226,0.378055556,44369.8,44369.8,type1
1055,1061,19044,0.378055556,179327.1,179327.1,type1
726,730,18823,0.378333333,49414.5,49414.5,type1
991,992,21707,0.378611111,26401.6,26401.6,type1
867,868,13574,0.379166667,8405.2,8405.2,type1
516,562,10694,0.379166667,30538.9,30538.9,type1
33,37,18778,0.379166667,70950.6,70950.6,type1
220,231,10214,0.380555556,33921.3,33921.3,type1
302,557,10473,0.380833333,7300.1,7300.1,type1
162,168,15292,0.381666667,17789.6,17789.6,type1
577,1010,20652,0.381944444,20598.6,20598.6,type1
172,176,10395,0.3825,185745.3,185745.3,type1
185,994,18588,0.382777778,27505.2,27505.2,type1
685,691,15512,0.383888889,30622,30622,type1
762,772,7668,0.383888889,32400.9,32400.9,type1
1024,1028,19950,0.384444444,23668.8,23668.8,type1
328,333,13068,0.384444444,50157.5,50157.5,type1
880,1071,15720,0.385277778,6488.5,6488.5,type1
25,508,18554,0.385833333,37343.9,37343.9,type1
219,223,14173,0.386111111,64555,64555,type1
572,600,10126,0.386944444,9744.1,9744.1,type1
458,463,9680,0.387222222,24902.5,24902.5,type1
1091,1092,11696,0.3875,9585.1,9585.1,type1
108,109,17369,0.3875,11260.8,11260.8,type1
869,871,16708,0.388055556,103491.1,103491.1,type1
767,781,13708,0.388611111,24345.7,24345.7,type1
485,511,16135,0.388888889,34880.7,34880.7,type1
240,246,10908,0.389166667,12130.1,12130.1,type1
234,258,17217,0.389444444,11606,11606,type1
755,789,11710,0.389444444,27922.6,27922.6,type1
524,528,16019,0.389444444,57748.3,57748.3,type1
21,27,14265,0.389444444,156648.6,156648.6,type1
980,984,17127,0.390555556,87020.2,87020.2,type1
218,261,11808,0.390833333,16635.7,16635.7,type1
297,308,17706,0.391111111,4294.6,4294.6,type1
985,993,20011,0.391111111,31578.4,31578.4,type1
176,198,10592,0.391388889,32918.7,32918.7,type1
154,164,19304,0.391944444,30207.4,30207.4,type1
1056,1084,15245,0.3925,33107.8,33107.8,type1
537,555,16138,0.394444444,22805.9,22805.9,type1
281,297,16292,0.395,5281.8,5281.8,type1
153,162,17774,0.395277778,34604.6,34604.6,type1
1065,1085,22096,0.395555556,25599.8,25599.8,type1
1011,1020,19845,0.395555556,35136,35136,type1
903,953,14768,0.396111111,10233.1,10233.1,type1
790,805,9365,0.396666667,11529.9,11529.9,type1
253,320,16409,0.397222222,4615.4,4615.4,type1
253,268,15422,0.397222222,8119.1,8119.1,type1
18,30,15851,0.397222222,162628.5,162628.5,type1
1061,1064,14535,0.3975,87361.1,87361.1,type1
1061,1062,19644,0.3975,88258.1,88258.1,type1
522,561,13860,0.397777778,27810.1,27810.1,type1
507,508,26213,0.399166667,23785.7,23785.7,type1
869,874,12306,0.399722222,70137.7,70137.7,type1
371,381,21966,0.4,15201.5,15201.5,type1
545,560,15936,0.401388889,19416.4,19416.4,type1
649,674,21527,0.401666667,14599.5,14599.5,type1
229,260,19662,0.401944444,11746.8,11746.8,type1
151,154,20022,0.401944444,86456.7,86456.7,type1
649,657,18003,0.402222222,31176.5,31176.5,type1
221,302,11205,0.403611111,8188.7,8188.7,type1
517,561,12540,0.404444444,28921.3,28921.3,type1
91,137,13326,0.404722222,6818.2,6818.2,type1
1079,1085,17262,0.404722222,17970.1,17970.1,type1
471,477,14371,0.405277778,11666.4,11666.4,type1
706,712,18074,0.406666667,25403.8,25403.8,type1
683,691,19810,0.406944444,29333.3,29333.3,type1
435,832,17482,0.407222222,20854.3,20854.3,type1
225,309,14996,0.408333333,6475.6,6475.6,type1
209,706,14784,0.408611111,19362.2,19362.2,type1
519,524,15760,0.408888889,102268.4,102268.4,type1
271,297,9866,0.409166667,5345.4,5345.4,type1
214,216,11834,0.41,9166.5,9166.5,type1
174,190,14873,0.41,41406.8,41406.8,type1
517,544,13235,0.410277778,40546.6,40546.6,type1
933,938,14103,0.410555556,7462.9,7462.9,type1
157,197,15015,0.411388889,25206.8,25206.8,type1
1057,1083,24034,0.411388889,33431.7,33431.7,type1
438,693,21101,0.411666667,7087.4,7087.4,type1
155,161,19402,0.411666667,33970.1,33970.1,type1
392,407,17802,0.411666667,41098.4,41098.4,type1
341,885,23682,0.412222222,21726.3,21726.3,type1
524,531,14064,0.413611111,47792.7,47792.7,type1
330,883,14656,0.413888889,72279.7,72279.7,type1
654,658,17956,0.414444444,24501.3,24501.3,type1
878,880,11893,0.415,4509.2,4509.2,type1
996,999,10782,0.415277778,16546.6,16546.6,type1
1065,1086,20210,0.416388889,24158.9,24158.9,type1
162,171,17405,0.416944444,9599.1,9599.1,type1
115,119,13944,0.417222222,8710.7,8710.7,type1
700,707,12001,0.418055556,34398.1,34398.1,type1
697,716,15584,0.418888889,24351.6,24351.6,type1
518,528,22995,0.419444444,67307.8,67307.8,type1
219,228,17212,0.420555556,34492.1,34492.1,type1
391,1061,26839,0.420555556,71596.2,71596.2,type1
801,814,14826,0.421111111,8262,8262,type1
911,942,10400,0.421111111,9456.7,9456.7,type1
687,693,19934,0.421666667,7098.1,7098.1,type1
903,916,11627,0.421666667,22669,22669,type1
172,184,15497,0.421944444,57176.2,57176.2,type1
773,806,21189,0.422222222,12583.8,12583.8,type1
546,551,17004,0.422222222,20471.9,20471.9,type1
928,935,12562,0.423333333,8299.2,8299.2,type1
874,875,19060,0.423611111,22328.8,22328.8,type1
517,603,14313,0.424166667,13153.8,13153.8,type1
874,877,15236,0.424166667,13607.8,13607.8,type1
24,56,18950,0.425277778,52945.5,52945.5,type1
709,715,10651,0.426666667,17574.8,17574.8,type1
992,999,16208,0.426944444,17816.2,17816.2,type1
917,966,16836,0.4275,5143.5,5143.5,type1
755,814,12297,0.4275,12991.1,12991.1,type1
593,601,16210,0.427777778,7763.6,7763.6,type1
218,281,17773,0.427777778,10758.4,10758.4,type1
1036,1037,11697,0.428055556,10652.2,10652.2,type1
19,32,15566,0.428888889,123393.4,123393.4,type1
432,434,22602,0.429166667,37373.3,37373.3,type1
1055,1064,18542,0.429166667,113962.1,113962.1,type1
1067,1070,18110,0.429444444,41574.9,41574.9,type1
32,36,19942,0.429444444,65286.4,65286.4,type1
260,269,9239,0.429722222,7155.3,7155.3,type1
487,491,20796,0.429722222,92857.4,92857.4,type1
907,966,18185,0.43,5756,5756,type1
331,347,14908,0.430277778,16682.9,16682.9,type1
43,90,16432,0.430277778,24313.9,24313.9,type1
18,19,13229,0.430277778,957109.2,957109.2,type1
539,610,11519,0.430833333,9212.4,9212.4,type1
821,848,13481,0.430833333,10666.8,10666.8,type1
229,280,11085,0.431388889,8562.1,8562.1,type1
358,360,21188,0.431666667,26412.9,26412.9,type1
240,261,14511,0.4325,9275.7,9275.7,type1
587,592,13564,0.433055556,9194.9,9194.9,type1
520,629,26075,0.434166667,5111.3,5111.3,type1
246,274,13767,0.434166667,7498.1,7498.1,type1
881,883,15360,0.434166667,145953.5,145953.5,type1
519,555,15171,0.435833333,29673.2,29673.2,type1
273,320,11317,0.436944444,3806.4,3806.4,type1
683,687,23539,0.436944444,38058.7,38058.7,type1
760,813,20113,0.4375,11542.2,11542.2,type1
517,599,17251,0.4375,13066.9,13066.9,type1
1065,1074,24880,0.4375,33150.6,33150.6,type1
234,289,13496,0.437777778,7479.5,7479.5,type1
520,1034,18769,0.437777778,20977.8,20977.8,type1
872,1072,17035,0.437777778,34074.6,34074.6,type1
241,256,13911,0.439166667,9516.4,9516.4,type1
344,349,12928,0.439166667,10012.8,10012.8,type1
230,274,24521,0.439444444,8722.8,8722.8,type1
1074,1076,29037,0.439722222,22747.2,22747.2,type1
893,894,13706,0.44,8258.1,8258.1,type1
337,343,14565,0.440277778,16323.4,16323.4,type1
516,539,12930,0.440555556,43490,43490,type1
527,584,16977,0.440833333,16928.1,16928.1,type1
300,323,16209,0.441388889,3105,3105,type1
1007,1013,18354,0.441388889,50250.5,50250.5,type1
730,742,23489,0.442222222,15729.8,15729.8,type1
487,504,19537,0.4425,49594.8,49594.8,type1
1065,1083,29408,0.443055556,26077.2,26077.2,type1
458,469,10680,0.443333333,16748.1,16748.1,type1
266,316,14076,0.443888889,3992.9,3992.9,type1
529,556,16736,0.443888889,22332.8,22332.8,type1
518,531,21040,0.443888889,54227.1,54227.1,type1
527,582,14406,0.444166667,17185.8,17185.8,type1
536,569,11093,0.444722222,17158.3,17158.3,type1
540,552,32884,0.446111111,20335.3,20335.3,type1
24,37,21280,0.446388889,82029.6,82029.6,type1
186,210,15741,0.446666667,16409.4,16409.4,type1
1007,1034,17796,0.446666667,19854.7,19854.7,type1
34,41,14985,0.446666667,58184.9,58184.9,type1
517,522,14568,0.447222222,117598.4,117598.4,type1
223,241,20923,0.4475,16900.1,16900.1,type1
282,384,20063,0.448333333,3908.7,3908.7,type1
284,300,11440,0.448888889,4540.2,4540.2,type1
521,561,19884,0.448888889,24920.7,24920.7,type1
1055,1063,26697,0.448888889,109874.6,109874.6,type1
468,470,24236,0.449166667,11826.4,11826.4,type1
317,940,12377,0.449722222,3806.7,3806.7,type1
530,548,14481,0.449722222,24395.1,24395.1,type1
1067,1083,19505,0.450833333,24620.2,24620.2,type1
435,442,30575,0.451111111,24497.3,24497.3,type1
792,813,15044,0.451388889,8475.4,8475.4,type1
166,170,20769,0.451666667,11124.4,11124.4,type1
221,558,20288,0.453055556,24914.9,24914.9,type1
270,923,16804,0.453333333,7641,7641,type1
524,551,21798,0.453333333,28071.9,28071.9,type1
499,511,16974,0.453611111,24588.4,24588.4,type1
430,446,16642,0.453611111,32638.8,32638.8,type1
156,157,23770,0.453888889,30665.6,30665.6,type1
567,585,12822,0.454166667,10851.8,10851.8,type1
429,438,18786,0.456111111,48230.1,48230.1,type1
27,53,16884,0.456111111,48498,48498,type1
878,879,12019,0.456388889,6111.9,6111.9,type1
680,682,21614,0.457222222,164045.7,164045.7,type1
655,658,22097,0.4575,21406.9,21406.9,type1
226,308,18316,0.457777778,5716.2,5716.2,type1
218,309,14389,0.458333333,6513.7,6513.7,type1
156,203,24682,0.458333333,19386.7,19386.7,type1
152,153,21557,0.458333333,82624.4,82624.4,type1
388,391,26415,0.458888889,68687.4,68687.4,type1
899,909,14430,0.459722222,50482.2,50482.2,type1
617,622,19080,0.460277778,4272.3,4272.3,type1
580,617,16197,0.460277778,6403.7,6403.7,type1
629,1017,25437,0.460833333,4566.2,4566.2,type1
888,890,15260,0.4625,18942.7,18942.7,type1
560,591,22613,0.462777778,10639.4,10639.4,type1
230,241,22679,0.463611111,12994.4,12994.4,type1
656,677,23955,0.463888889,8133.5,8133.5,type1
523,535,16915,0.464166667,42964.3,42964.3,type1
515,525,16008,0.464166667,82743.2,82743.2,type1
18,27,21342,0.464444444,169824.4,169824.4,type1
310,939,18678,0.465,4113,4113,type1
262,311,19386,0.465,4280.4,4280.4,type1
220,320,15193,0.465,5134.8,5134.8,type1
898,904,22304,0.466111111,77883.1,77883.1,type1
33,41,15110,0.466388889,56362.4,56362.4,type1
660,666,12482,0.466666667,14159.8,14159.8,type1
207,712,21494,0.466666667,14554.9,14554.9,type1
125,138,17669,0.466944444,4655.1,4655.1,type1
724,741,16397,0.466944444,22455.4,22455.4,type1
43,133,20280,0.4675,9481.4,9481.4,type1
984,996,25669,0.4675,23221.1,23221.1,type1
34,73,14996,0.4675,30831.8,30831.8,type1
802,807,13051,0.467777778,8064.5,8064.5,type1
276,323,16809,0.468055556,3239.9,3239.9,type1
401,1062,19063,0.468055556,45637.7,45637.7,type1
899,901,19561,0.468611111,192141.3,192141.3,type1
1060,1063,27802,0.468888889,82590.6,82590.6,type1
